rand_beta,rand_w_weights_beta,opt_beta,opt_w_weights
"[-0.08208287485082685, -0.08314535292035223]","[-0.14960309756313975, -0.21822272453126604]","[-0.06691177130615107, -0.002563811704119588]","[-0.18606731098923532, -0.21499530935675165]"
"[-0.06777864942817867, 0.00861669242183661]","[-0.1490912327897638, -0.16355715254070707]","[-0.06774057768750807, 0.012526853193567736]","[-0.20735500877537497, -0.23689430574230022]"
"[-0.1024527029284769, -0.02567563249573693]","[-0.16346039686693706, -0.19325325673576382]","[-0.06728171515795096, -0.010166747198893572]","[-0.1794580389106249, -0.22261046553671904]"
"[-0.10267693117211142, -0.012413196598669421]","[-0.19339836359524384, -0.20442543179459152]","[-0.0752017123238178, 0.030889575124914245]","[-0.19883165985561208, -0.20883596954860884]"
"[-0.09681346175825842, -0.02076603354528667]","[-0.16508857116944883, -0.19120181498027428]","[-0.10150437882332533, -0.039598380800641125]","[-0.1947397087592064, -0.22181413572459321]"
"[-0.07121507243015587, 0.01970218929336964]","[-0.19764097696893054, -0.23150741207068795]","[-0.07363607060898397, 0.01286298606409546]","[-0.20929095185560234, -0.21462607156082683]"
"[-0.07368144928891832, 0.010442978579535576]","[-0.15259732175162452, -0.19017467884750563]","[-0.0670044154124018, 0.006078631944153554]","[-0.1854360734118258, -0.20699208337802044]"
"[-0.09237337298595688, -0.05557067973679752]","[-0.17122687839681477, -0.22375699181763672]","[-0.0734928025367599, 0.003451151653413653]","[-0.1996422304470512, -0.21436568293231928]"
"[-0.07180748324778426, 0.012165044278979447]","[-0.16655884795522177, -0.2279702607118525]","[-0.06156698159011132, 0.009394795665058771]","[-0.1909376356639425, -0.2137519054315007]"
"[-0.07023079027857512, -0.016096436428186783]","[-0.16594445812136716, -0.2210664957615303]","[-0.07036013001043698, -0.0077118048261879185]","[-0.1821209604576138, -0.22364230219276657]"
"[-0.10458380308140885, -0.005559863074049342]","[-0.19499118136986346, -0.23631762697193406]","[-0.067007038967036, -0.002776261331019399]","[-0.19016729617145864, -0.2152379436511791]"
"[-0.10591470814094717, -0.0137987142818173]","[-0.1675991131287182, -0.1640001080299174]","[-0.06997207490068985, 0.0007827115239953152]","[-0.20162965613941575, -0.2185013906471622]"
"[-0.0928244510002956, -0.018148785948465262]","[-0.14408585299185164, -0.19004288266748928]","[-0.06862893838843678, 0.0041601125046326235]","[-0.1802412465366474, -0.2022551067953643]"
"[-0.12150259329855943, -0.10024881295559586]","[-0.16888060789680986, -0.2090132136380077]","[-0.08932930957536632, -0.03967451866815869]","[-0.1917524848091325, -0.2255181195798672]"
"[-0.07179675247226236, -0.004736911864945607]","[-0.1485751360502352, -0.18688948364330096]","[-0.06860941344384736, -0.002977434418783785]","[-0.17079969068521617, -0.19804608874096308]"
"[-0.07168437177050352, -0.00475233271639935]","[-0.13915387441650434, -0.180814986508142]","[-0.06622863661939539, -0.0010092459842077834]","[-0.1852046141668171, -0.2143013796403873]"
"[-0.07007333240512921, -0.01610692465669348]","[-0.12942106876067577, -0.18339437054472812]","[-0.08307967073844075, -0.013816236788933157]","[-0.18426592666042152, -0.20999393313140088]"
"[-0.1030786397493631, -0.05766531660748638]","[-0.1449579019970588, -0.18409552144231262]","[-0.09403719595909424, -0.019360100464939814]","[-0.18352892099994372, -0.20286428540049334]"
"[-0.12659776551169274, -0.02241828566107145]","[-0.18969965622372642, -0.21097295273785965]","[-0.09149478156265671, -0.004829085109979516]","[-0.22740028110310573, -0.2418611639437353]"
"[-0.10748141875070355, -0.028670184371775608]","[-0.17188736030369256, -0.19144209569300977]","[-0.0820964828085894, -0.017027285627747607]","[-0.19342757806597421, -0.20859118144524075]"
"[-0.0973384970140459, -0.019919819847694326]","[-0.15395948742131219, -0.20075409893878501]","[-0.08673466324473268, -0.0217467633115503]","[-0.18210522583703143, -0.20838419942948122]"
"[-0.11112311602730009, -0.00927933656025894]","[-0.22128193371676602, -0.21469727000887942]","[-0.0903109771619863, 0.006823898167972544]","[-0.1995139896593566, -0.21477417112542116]"
"[-0.10755921426123986, -0.012723855935863676]","[-0.1977183149618773, -0.232016629616206]","[-0.07343010015356616, -0.002151433825798339]","[-0.20314296383455313, -0.23486166410934425]"
"[-0.11045581175245747, -0.06736832667636028]","[-0.2053498687408383, -0.2154507879343911]","[-0.092082134095882, -0.01579794872309721]","[-0.19216840692352008, -0.21282595536611518]"
"[-0.07332310187742637, -0.0021349999764183397]","[-0.13736774245465352, -0.15384399598413206]","[-0.07798863807182461, -0.008237390196991419]","[-0.19031343832484635, -0.21194617186960957]"
"[-0.10851280359811487, -0.03281987437055802]","[-0.17200455587934188, -0.212245207376366]","[-0.08269496576715762, -0.014876116166450976]","[-0.18551167165682036, -0.2128197455723593]"
"[-0.11930855227619183, -0.033722701898527926]","[-0.18302614510410667, -0.20921669180160277]","[-0.08900012831086042, -0.014130627934479445]","[-0.2022129497074819, -0.2149011833519085]"
"[-0.0956533563799441, -0.01924937227886984]","[-0.18405319500697165, -0.2312133401206214]","[-0.08638627761591589, -0.019239618769040484]","[-0.19095064667362693, -0.21647208361430573]"
"[-0.06980467941941543, -0.05322182346167579]","[-0.19164792611239462, -0.26403395447749634]","[-0.07066437819526566, 0.004227305433439194]","[-0.2045091725840376, -0.21653917767245834]"
"[-0.08362720211307198, -0.033503721898043216]","[-0.13642763847397313, -0.1881040495191994]","[-0.0799363401901888, -0.005002181959846933]","[-0.19769505067007823, -0.23316227931887543]"
"[-0.09138698227100601, 0.005300618220404095]","[-0.2117497840177565, -0.20683164650250174]","[-0.07612989441764835, 0.00849609855715367]","[-0.19001547604515714, -0.2027341255782415]"
"[-0.1102750103283027, -0.010077118239387575]","[-0.1653645312678234, -0.18871417214867367]","[-0.0656460977711876, -0.0010020356826486469]","[-0.1889196512821883, -0.21799092541766757]"
"[-0.1126062885768454, -0.02462340463150217]","[-0.13633165705919043, -0.14223221554093188]","[-0.10442070628847244, -0.003941639648128004]","[-0.20545266149105326, -0.20631336097934497]"
"[-0.11059112559659087, -0.032313494226386186]","[-0.20260475409991724, -0.24032087051222153]","[-0.06876041367377562, -0.00316370619351365]","[-0.19356202876763492, -0.21643231796670695]"
"[-0.10976968928577527, -0.032931250461288156]","[-0.15852774735323308, -0.19436956898492205]","[-0.09809926136619095, -0.0313806261199014]","[-0.18739740487153334, -0.21109389764321262]"
"[-0.06417607511905811, -0.007905288432628913]","[-0.13487252985171244, -0.18894346625369604]","[-0.07026305598924273, -0.00800971329322958]","[-0.18984054304498857, -0.2156154363500741]"
"[-0.11240137530232325, -0.025170817075258416]","[-0.19529308467952544, -0.23411151935848876]","[-0.07854744452199151, -0.01393151512034629]","[-0.17885796564074938, -0.20764448118566858]"
"[-0.0741964929937072, -0.0008558675433793261]","[-0.15299433605238222, -0.18549581433957477]","[-0.10229744052589286, -0.021312213711919586]","[-0.19559627553430536, -0.21129263308011267]"
"[-0.10283326162101762, -0.012295779500120197]","[-0.19039871604368716, -0.2002062269253048]","[-0.08271457204283564, -0.0052726422676961735]","[-0.20112109541500978, -0.2137255897749166]"
"[-0.14042778346054904, -0.0045250937275195]","[-0.2087116929417384, -0.2362684451126466]","[-0.08364928932979439, 0.0012356379469770965]","[-0.18175650596575202, -0.2051225332662347]"
"[-0.11681921940795147, -0.026950092968888832]","[-0.20703987303899898, -0.21692627486674107]","[-0.08196313252894062, -0.01383639502251306]","[-0.18972990249607466, -0.21457964888158315]"
"[-0.09929838182552136, -0.019565369276440227]","[-0.173098617990605, -0.19873718885827457]","[-0.08158472594412106, -0.0070782461251866005]","[-0.19325224119389264, -0.21701512792257777]"
"[-0.07837063302668842, 0.007013366614371285]","[-0.17438244894844046, -0.2014596566251321]","[-0.07757824655822808, -0.013718651434135233]","[-0.17908938659288623, -0.22338505383736595]"
"[-0.10071906680404703, -0.02054127761022749]","[-0.17001451328822445, -0.19674228212316902]","[-0.07125862196512817, 0.003481058902795492]","[-0.19387719078994708, -0.21065290776326187]"
"[-0.09881974517270745, -0.01917090281055576]","[-0.2028547366732218, -0.21630469938142177]","[-0.07177665630416255, 0.0035110243629363066]","[-0.19107049615188146, -0.21342928749081738]"
"[-0.09299014075242258, -0.017580523267166335]","[-0.17678429053924802, -0.20112279804587485]","[-0.08324257237518598, -0.007707694498348755]","[-0.1835364710684538, -0.20677037010682914]"
"[-0.10395076699481381, -0.013662247479684326]","[-0.21198115512652418, -0.20629914037516245]","[-0.07156451262169922, 0.00964397333952079]","[-0.22098928190881223, -0.23079513783526584]"
"[-0.06592549296887813, -0.008268537530762086]","[-0.13735014163374082, -0.1746305437855891]","[-0.0812956660185212, -0.006917694656313105]","[-0.18154111374019344, -0.19823424989912794]"
"[-0.09020671818282798, -0.026005284362351288]","[-0.16867595392794688, -0.19913327462956765]","[-0.08345249737293814, -0.009899819438118983]","[-0.18910264595993256, -0.21191897799682718]"
"[-0.0701426210068688, 0.010886169134198839]","[-0.2091112838722906, -0.23979733789115512]","[-0.06757833922682281, 0.009921099635370247]","[-0.20384188532469436, -0.21694031289709448]"
"[-0.09333324468130606, -0.05220859128374756]","[-0.18339989298534515, -0.25737561695462735]","[-0.09012154964730991, -0.016409879445020165]","[-0.20087802501896773, -0.2229037544319017]"
"[-0.10760148696339757, -0.012989986885719583]","[-0.19316533369290836, -0.23989285880321004]","[-0.08036658574831293, -0.00219643300926114]","[-0.19661431499997167, -0.2100456165255133]"
"[-0.07435475011713295, -0.0006289390957234365]","[-0.22272160625149676, -0.30212944801674857]","[-0.06690508144439013, 0.006041531663005596]","[-0.19789109400318478, -0.2318781606152679]"
"[-0.08406427147877876, 0.011470539699659747]","[-0.13948190931393115, -0.1792252150054898]","[-0.07214770911022368, -0.001963606031995054]","[-0.18800419274392707, -0.20510477943806693]"
"[-0.09831234090399779, -0.019990245775935094]","[-0.16401418696397702, -0.19674542191072428]","[-0.08397525238653471, -0.0070262286014510485]","[-0.18029639116718232, -0.20610949823437863]"
"[-0.07333782362052671, -0.0021853245990430567]","[-0.20309443694355853, -0.2541937140573326]","[-0.06812222915257893, -0.006152662182673666]","[-0.185832601211391, -0.21253102904517354]"
"[-0.08631744296512844, -0.03707479045939043]","[-0.11896212521578649, -0.18224240104498526]","[-0.07176713592722339, 0.0012655331780514513]","[-0.18687193841683125, -0.20849918391787356]"
"[-0.1059195214229208, -0.006560094219276118]","[-0.1980021313195322, -0.23452113097094562]","[-0.08072167413610193, 0.006816389832608298]","[-0.19947015346897726, -0.20817009308341672]"
"[-0.1451159854324949, 0.011787224032178996]","[-0.23373854845874606, -0.2148756216940848]","[-0.0963415079230221, 0.014544128016493556]","[-0.2138667884680296, -0.2108697003643447]"
"[-0.0888351646163543, -0.02829722326318311]","[-0.15649535047070062, -0.2229872543651743]","[-0.10285870634846928, -0.029472200631829783]","[-0.2012644674053715, -0.2309700831365111]"
"[-0.0855651952349049, -0.0785912692233068]","[-0.17502497570526745, -0.25929478175529597]","[-0.0628742333285367, -0.0010155451429578605]","[-0.18922028974118532, -0.21676860116891836]"
"[-0.09806890823810925, -0.04336503302980243]","[-0.17751519354440312, -0.19835753211662718]","[-0.10999891210576865, -0.046026192721311594]","[-0.17350428814600963, -0.19539342245217609]"
"[-0.1071718203360251, -0.005017255691279792]","[-0.19574314319714736, -0.26761200100439686]","[-0.061627875767905876, 0.013457740019316329]","[-0.18756090054037458, -0.20725790803915353]"
"[-0.08235582102757061, -0.003962257953985587]","[-0.17353075924319608, -0.19307988897752515]","[-0.0683884351051553, 0.011183285346714126]","[-0.18574305085329468, -0.204608344924398]"
"[-0.04989796976978804, 0.00956442060663381]","[-0.10992539707295795, -0.1718520682772439]","[-0.0706824712885483, 0.0031493970247017953]","[-0.18763782637635562, -0.20593703839636765]"
"[-0.0955908970882608, 0.03435421555660512]","[-0.10220570361023605, -0.17150981667805165]","[-0.07399925810023478, 0.012503603485329574]","[-0.15228963117564906, -0.1933797279171706]"
"[-0.06670187661840413, 0.004627636332966201]","[-0.18619443809614347, -0.23056700762048987]","[-0.07171935981345455, 0.003624195306306396]","[-0.19921819298211135, -0.23911107955017194]"
"[-0.08705904972372164, 0.0008929167333969992]","[-0.1751541541415718, -0.1957751410147356]","[-0.09883945820345186, -0.0141394056046494]","[-0.1895531660790723, -0.20473549445891]"
"[-0.09519177636284847, -0.047660957106027156]","[-0.1949582201777044, -0.2654432045447476]","[-0.07810710399997534, -0.0172985621858467]","[-0.19671840609467164, -0.23680711957093342]"
"[-0.10445718267809641, -0.011305203659236292]","[-0.1964179469004004, -0.20373052860900365]","[-0.08953689740530221, 0.006822388089906816]","[-0.2023655663542248, -0.21367257963817354]"
"[-0.09018647327470027, -0.007177268989134143]","[-0.17568122603486253, -0.19638676331153065]","[-0.06555255774189152, 0.005364221152814934]","[-0.17133614959677498, -0.20043340439153395]"
"[-0.08324885471023805, -0.04063260299194439]","[-0.15415843464279427, -0.21874125317304088]","[-0.08214020433824169, -0.013997951784423835]","[-0.19381855042610632, -0.2137202867896092]"
"[-0.0983915674646081, -0.019893237798716795]","[-0.1417278864520495, -0.18226312796592162]","[-0.07779901379273044, -0.017093865716923725]","[-0.17104326458273736, -0.19872360163466415]"
"[-0.10241028048972423, -0.012308781563834038]","[-0.17286797565822348, -0.19635961406506994]","[-0.0685383815915166, -0.002948190379113193]","[-0.18161744471116584, -0.20407050970349988]"
"[-0.08120619615667837, 0.009135328201010536]","[-0.1867184611085429, -0.20161312115433966]","[-0.0818349400733597, -0.013707762050323579]","[-0.18398988513819423, -0.20591845078429846]"
"[-0.10042263250331698, -0.0209895167114523]","[-0.17739753966742236, -0.20481267277790638]","[-0.07663848330118958, -0.010656916255772494]","[-0.1894600493726061, -0.21532144554892688]"
"[-0.07607008605678148, 0.015859995283655698]","[-0.17146888265777813, -0.19797345355931112]","[-0.07830459421930733, -0.004981631616807812]","[-0.18394597099670537, -0.20766271184830784]"
"[-0.10553855034150628, -0.011789101282922498]","[-0.18837610394640156, -0.20756868831616473]","[-0.07962321763530293, 0.01128128942401437]","[-0.20493015924187905, -0.21179495914707488]"
"[-0.10149138783391798, -0.011913395304737737]","[-0.17325926097765956, -0.20522511129448567]","[-0.0661100700916811, 0.0039916963425145405]","[-0.18909537222512063, -0.22635302891604564]"
"[-0.1059751379318369, -0.0135281722574697]","[-0.19204338596577689, -0.20005468589252787]","[-0.08808121448389006, -0.021438092496263363]","[-0.19571200469197747, -0.2081446454087731]"
"[-0.11114547196312555, -0.031866528273722605]","[-0.15703912352796096, -0.19234931351843546]","[-0.09066652151782012, -0.008061599803829525]","[-0.1989073641551154, -0.21318597731789565]"
"[-0.10372883097026434, -0.013991711011163036]","[-0.15800637953827162, -0.1912870383890379]","[-0.07524591032988963, -0.010005066797408516]","[-0.18425223070401026, -0.20530429543910758]"
"[-0.11187523116564779, -0.05053106600880517]","[-0.2527282661884169, -0.3072724521804248]","[-0.08301310670043018, 0.007428624165496651]","[-0.18839921855636896, -0.20451219800771434]"
"[-0.10516770309361481, -0.011763559231947544]","[-0.19347881829456223, -0.21189637195439584]","[-0.07825720069174756, 0.0012462213756715046]","[-0.19412862223705, -0.21262958606265453]"
"[-0.103146589594974, -0.012432929606512948]","[-0.16758324644768344, -0.19634586522908767]","[-0.110266923629384, -0.04945762315075873]","[-0.19004466929256872, -0.22243556563377992]"
"[-0.09712934127919139, -0.021131997495864273]","[-0.18129033789292787, -0.22856535962443691]","[-0.08554102357251848, -0.01588906570329146]","[-0.20344548103794952, -0.23366325348704045]"
